timestamp,SampleNro,Type,Sub,Chan,Num,Aux
2014-10-07 19:49:20.980000,9890243,N,0,0,0,
2014-10-07 19:49:21.580000,9890391,N,0,0,0,
2014-10-07 19:49:22.180000,9890540,N,0,0,0,
2014-10-07 19:49:22.760000,9890689,N,0,0,0,
2014-10-07 19:49:23.360000,9890837,N,0,0,0,
2014-10-07 19:49:23.960000,9890987,N,0,0,0,
2014-10-07 19:49:24.560000,9891137,N,0,0,0,
2014-10-07 19:49:25.140000,9891284,N,0,0,0,
2014-10-07 19:49:25.740000,9891433,N,0,0,0,
2014-10-07 19:49:26.340000,9891583,N,0,0,0,
2014-10-07 19:49:26.940000,9891734,N,0,0,0,
2014-10-07 19:49:27.540000,9891882,N,0,0,0,
2014-10-07 19:49:28.140000,9892030,N,0,0,0,
2014-10-07 19:49:28.740000,9892180,N,0,0,0,
2014-10-07 19:49:29.340000,9892331,N,0,0,0,
2014-10-07 19:49:29.920000,9892478,N,0,0,0,
2014-10-07 19:49:30.520000,9892627,N,0,0,0,
2014-10-07 19:49:31.120000,9892776,N,0,0,0,
2014-10-07 19:49:31.720000,9892925,N,0,0,0,
2014-10-07 19:49:32.300000,9893074,N,0,0,0,
2014-10-07 19:49:32.900000,9893221,N,0,0,0,
2014-10-07 19:49:33.500000,9893372,N,0,0,0,
2014-10-07 19:49:34.080000,9893519,N,0,0,0,
2014-10-07 19:49:34.680000,9893666,N,0,0,0,
2014-10-07 19:49:35.260000,9893812,N,0,0,0,
2014-10-07 19:49:35.840000,9893959,N,0,0,0,
2014-10-07 19:49:36.440000,9894108,N,0,0,0,
2014-10-07 19:49:37.040000,9894255,N,0,0,0,
2014-10-07 19:49:37.620000,9894401,N,0,0,0,
2014-10-07 19:49:38.200000,9894549,N,0,0,0,
2014-10-07 19:49:38.800000,9894697,N,0,0,0,
2014-10-07 19:49:39.380000,9894842,N,0,0,0,
2014-10-07 19:49:39.980000,9894990,N,0,0,0,
2014-10-07 19:49:40.560000,9895137,N,0,0,0,
2014-10-07 19:49:41.160000,9895286,N,0,0,0,
2014-10-07 19:49:41.740000,9895432,N,0,0,0,
2014-10-07 19:49:42.320000,9895578,N,0,0,0,
2014-10-07 19:49:42.920000,9895725,N,0,0,0,
2014-10-07 19:49:43.520000,9895875,N,0,0,0,
2014-10-07 19:49:44.100000,9896022,N,0,0,0,
2014-10-07 19:49:44.700000,9896170,N,0,0,0,
2014-10-07 19:49:45.280000,9896317,N,0,0,0,
2014-10-07 19:49:45.880000,9896465,N,0,0,0,
2014-10-07 19:49:46.460000,9896613,N,0,0,0,
2014-10-07 19:49:47.040000,9896758,N,0,0,0,
2014-10-07 19:49:47.640000,9896907,N,0,0,0,
2014-10-07 19:49:48.240000,9897057,N,0,0,0,
2014-10-07 19:49:48.840000,9897206,N,0,0,0,
2014-10-07 19:49:49.420000,9897352,N,0,0,0,
2014-10-07 19:49:50.020000,9897501,N,0,0,0,
2014-10-07 19:49:50.600000,9897648,N,0,0,0,
2014-10-07 19:49:51.200000,9897796,N,0,0,0,
2014-10-07 19:49:51.780000,9897942,N,0,0,0,
2014-10-07 19:49:52.380000,9898090,N,0,0,0,
2014-10-07 19:49:52.960000,9898239,N,0,0,0,
2014-10-07 19:49:53.560000,9898386,N,0,0,0,
2014-10-07 19:49:54.140000,9898534,N,0,0,0,
2014-10-07 19:49:54.740000,9898683,N,0,0,0,
2014-10-07 19:49:55.340000,9898831,N,0,0,0,
2014-10-07 19:49:55.920000,9898978,N,0,0,0,
2014-10-07 19:49:56.520000,9899125,N,0,0,0,
2014-10-07 19:49:57.100000,9899273,N,0,0,0,
2014-10-07 19:49:57.700000,9899420,N,0,0,0,
2014-10-07 19:49:58.280000,9899567,N,0,0,0,
2014-10-07 19:49:58.880000,9899715,N,0,0,0,
2014-10-07 19:49:59.460000,9899862,N,0,0,0,
2014-10-07 19:50:00.060000,9900010,N,0,0,0,
2014-10-07 19:50:00.640000,9900157,N,0,0,0,
2014-10-07 19:50:01.240000,9900305,N,0,0,0,
2014-10-07 19:50:01.820000,9900453,N,0,0,0,
2014-10-07 19:50:02.420000,9900602,N,0,0,0,
2014-10-07 19:50:03,9900748,N,0,0,0,
2014-10-07 19:50:03.600000,9900896,N,0,0,0,
2014-10-07 19:50:04.180000,9901044,N,0,0,0,
2014-10-07 19:50:04.780000,9901191,N,0,0,0,
2014-10-07 19:50:05.360000,9901337,N,0,0,0,
2014-10-07 19:50:05.940000,9901484,N,0,0,0,
2014-10-07 19:50:06.540000,9901633,N,0,0,0,
2014-10-07 19:50:07.140000,9901780,N,0,0,0,
2014-10-07 19:50:07.720000,9901928,N,0,0,0,
2014-10-07 19:50:08.320000,9902075,N,0,0,0,
2014-10-07 19:50:08.900000,9902223,N,0,0,0,
2014-10-07 19:50:09.500000,9902371,N,0,0,0,
2014-10-07 19:50:10.080000,9902515,N,0,0,0,
2014-10-07 19:50:10.660000,9902662,N,0,0,0,
2014-10-07 19:50:11.240000,9902809,N,0,0,0,
2014-10-07 19:50:11.840000,9902956,N,0,0,0,
2014-10-07 19:50:12.420000,9903104,N,0,0,0,
2014-10-07 19:50:13.020000,9903251,N,0,0,0,
2014-10-07 19:50:13.600000,9903397,N,0,0,0,
2014-10-07 19:50:14.200000,9903546,N,0,0,0,
2014-10-07 19:50:14.780000,9903693,N,0,0,0,
2014-10-07 19:50:15.380000,9903843,N,0,0,0,
2014-10-07 19:50:15.980000,9903990,N,0,0,0,
2014-10-07 19:50:16.560000,9904138,N,0,0,0,
2014-10-07 19:50:17.160000,9904285,N,0,0,0,
2014-10-07 19:50:17.740000,9904433,N,0,0,0,
2014-10-07 19:50:18.340000,9904584,N,0,0,0,
2014-10-07 19:50:18.940000,9904731,N,0,0,0,
2014-10-07 19:50:19.520000,9904878,N,0,0,0,
2014-10-07 19:50:20.120000,9905026,N,0,0,0,
2014-10-07 19:50:20.700000,9905174,N,0,0,0,
2014-10-07 19:50:21.300000,9905322,N,0,0,0,
2014-10-07 19:50:21.900000,9905470,N,0,0,0,
2014-10-07 19:50:22.480000,9905617,N,0,0,0,
2014-10-07 19:50:23.080000,9905766,N,0,0,0,
2014-10-07 19:50:23.660000,9905914,N,0,0,0,
2014-10-07 19:50:24.260000,9906062,N,0,0,0,
2014-10-07 19:50:24.860000,9906210,N,0,0,0,
2014-10-07 19:50:25.440000,9906359,N,0,0,0,
2014-10-07 19:50:26.040000,9906508,N,0,0,0,
2014-10-07 19:50:26.640000,9906656,N,0,0,0,
2014-10-07 19:50:27.220000,9906802,N,0,0,0,
2014-10-07 19:50:27.820000,9906952,N,0,0,0,
2014-10-07 19:50:28.420000,9907100,N,0,0,0,
2014-10-07 19:50:29,9907248,N,0,0,0,
2014-10-07 19:50:29.600000,9907396,N,0,0,0,
2014-10-07 19:50:30.180000,9907542,N,0,0,0,
2014-10-07 19:50:30.780000,9907690,N,0,0,0,
2014-10-07 19:50:31.360000,9907836,N,0,0,0,
2014-10-07 19:50:31.960000,9907985,N,0,0,0,
2014-10-07 19:50:32.540000,9908133,N,0,0,0,
2014-10-07 19:50:33.140000,9908281,N,0,0,0,
2014-10-07 19:50:33.720000,9908428,N,0,0,0,
2014-10-07 19:50:34.320000,9908578,N,0,0,0,
2014-10-07 19:50:34.920000,9908726,N,0,0,0,
2014-10-07 19:50:35.500000,9908873,N,0,0,0,
2014-10-07 19:50:36.080000,9909018,N,0,0,0,
2014-10-07 19:50:36.680000,9909167,N,0,0,0,
2014-10-07 19:50:37.280000,9909317,N,0,0,0,
2014-10-07 19:50:37.880000,9909467,N,0,0,0,
2014-10-07 19:50:38.460000,9909613,N,0,0,0,
2014-10-07 19:50:39.060000,9909762,N,0,0,0,
2014-10-07 19:50:39.660000,9909911,N,0,0,0,
2014-10-07 19:50:40.260000,9910060,N,0,0,0,
2014-10-07 19:50:40.840000,9910207,N,0,0,0,
2014-10-07 19:50:41.440000,9910356,N,0,0,0,
2014-10-07 19:50:42.020000,9910504,N,0,0,0,
2014-10-07 19:50:42.620000,9910653,N,0,0,0,
2014-10-07 19:50:43.220000,9910800,N,0,0,0,
2014-10-07 19:50:43.800000,9910949,N,0,0,0,
2014-10-07 19:50:44.400000,9911098,N,0,0,0,
2014-10-07 19:50:45,9911247,N,0,0,0,
2014-10-07 19:50:45.600000,9911395,N,0,0,0,
2014-10-07 19:50:46.180000,9911543,N,0,0,0,
2014-10-07 19:50:46.760000,9911689,N,0,0,0,
2014-10-07 19:50:47.360000,9911837,N,0,0,0,
2014-10-07 19:50:47.940000,9911984,N,0,0,0,
2014-10-07 19:50:48.540000,9912131,N,0,0,0,
2014-10-07 19:50:49.120000,9912279,N,0,0,0,
2014-10-07 19:50:49.720000,9912428,N,0,0,0,
2014-10-07 19:50:50.300000,9912574,N,0,0,0,
2014-10-07 19:50:50.900000,9912724,N,0,0,0,
2014-10-07 19:50:51.500000,9912871,N,0,0,0,
2014-10-07 19:50:52.100000,9913021,N,0,0,0,
2014-10-07 19:50:52.680000,9913166,N,0,0,0,
2014-10-07 19:50:53.260000,9913314,N,0,0,0,
2014-10-07 19:50:53.860000,9913461,N,0,0,0,
2014-10-07 19:50:54.460000,9913610,N,0,0,0,
2014-10-07 19:50:55.040000,9913756,N,0,0,0,
2014-10-07 19:50:55.620000,9913904,N,0,0,0,
2014-10-07 19:50:56.220000,9914053,N,0,0,0,
2014-10-07 19:50:56.800000,9914198,N,0,0,0,
2014-10-07 19:50:57.400000,9914345,N,0,0,0,
2014-10-07 19:50:57.980000,9914491,N,0,0,0,
2014-10-07 19:50:58.580000,9914641,N,0,0,0,
2014-10-07 19:50:59.160000,9914787,N,0,0,0,
2014-10-07 19:50:59.760000,9914936,N,0,0,0,
2014-10-07 19:51:00.340000,9915081,N,0,0,0,
2014-10-07 19:51:00.920000,9915228,N,0,0,0,
2014-10-07 19:51:01.520000,9915377,N,0,0,0,
2014-10-07 19:51:02.100000,9915523,N,0,0,0,
2014-10-07 19:51:02.700000,9915671,N,0,0,0,
2014-10-07 19:51:03.280000,9915816,N,0,0,0,
2014-10-07 19:51:03.860000,9915963,N,0,0,0,
2014-10-07 19:51:04.440000,9916109,N,0,0,0,
2014-10-07 19:51:05.040000,9916255,N,0,0,0,
2014-10-07 19:51:05.620000,9916403,N,0,0,0,
2014-10-07 19:51:06.220000,9916550,N,0,0,0,
2014-10-07 19:51:06.800000,9916697,N,0,0,0,
2014-10-07 19:51:07.380000,9916844,N,0,0,0,
2014-10-07 19:51:07.980000,9916990,N,0,0,0,
2014-10-07 19:51:08.560000,9917137,N,0,0,0,
2014-10-07 19:51:09.160000,9917285,N,0,0,0,
2014-10-07 19:51:09.740000,9917434,N,0,0,0,
2014-10-07 19:51:10.340000,9917582,N,0,0,0,
2014-10-07 19:51:10.920000,9917729,N,0,0,0,
2014-10-07 19:51:11.520000,9917876,N,0,0,0,
2014-10-07 19:51:12.120000,9918025,N,0,0,0,
2014-10-07 19:51:12.700000,9918171,N,0,0,0,
2014-10-07 19:51:13.300000,9918320,N,0,0,0,
2014-10-07 19:51:13.880000,9918468,N,0,0,0,
2014-10-07 19:51:14.380000,9918590,r,0,0,0,
2014-10-07 19:51:15.060000,9918760,N,0,0,0,
2014-10-07 19:51:15.640000,9918908,N,0,0,0,
2014-10-07 19:51:16.240000,9919056,N,0,0,0,
2014-10-07 19:51:16.820000,9919204,N,0,0,0,
2014-10-07 19:51:17.420000,9919351,N,0,0,0,
2014-10-07 19:51:18.020000,9919500,N,0,0,0,
2014-10-07 19:51:18.600000,9919647,N,0,0,0,
2014-10-07 19:51:19.200000,9919796,N,0,0,0,
2014-10-07 19:51:19.800000,9919945,N,0,0,0,
2014-10-07 19:51:20.380000,9920091,N,0,0,0,
2014-10-07 19:51:20.960000,9920239,N,0,0,0,
2014-10-07 19:51:21.560000,9920389,N,0,0,0,
2014-10-07 19:51:22.160000,9920538,N,0,0,0,
2014-10-07 19:51:22.760000,9920685,N,0,0,0,
2014-10-07 19:51:23.340000,9920833,N,0,0,0,
2014-10-07 19:51:23.960000,9920985,N,0,0,0,
2014-10-07 19:51:24.540000,9921133,N,0,0,0,
2014-10-07 19:51:25.140000,9921282,N,0,0,0,
2014-10-07 19:51:25.720000,9921429,N,0,0,0,
2014-10-07 19:51:26.320000,9921578,N,0,0,0,
2014-10-07 19:51:26.920000,9921726,N,0,0,0,
2014-10-07 19:51:27.500000,9921872,N,0,0,0,
2014-10-07 19:51:28.080000,9922019,N,0,0,0,
2014-10-07 19:51:28.700000,9922170,N,0,0,0,
2014-10-07 19:51:29.280000,9922317,N,0,0,0,
2014-10-07 19:51:29.880000,9922465,N,0,0,0,
2014-10-07 19:51:30.460000,9922613,N,0,0,0,
2014-10-07 19:51:31.060000,9922760,N,0,0,0,
2014-10-07 19:51:31.640000,9922909,N,0,0,0,
2014-10-07 19:51:32.240000,9923057,N,0,0,0,
2014-10-07 19:51:32.840000,9923207,N,0,0,0,
2014-10-07 19:51:33.440000,9923357,N,0,0,0,
2014-10-07 19:51:34.020000,9923503,N,0,0,0,
2014-10-07 19:51:34.620000,9923651,N,0,0,0,
2014-10-07 19:51:35.200000,9923799,N,0,0,0,
2014-10-07 19:51:35.800000,9923946,N,0,0,0,
2014-10-07 19:51:36.400000,9924095,N,0,0,0,
2014-10-07 19:51:36.980000,9924241,N,0,0,0,
2014-10-07 19:51:37.560000,9924388,N,0,0,0,
2014-10-07 19:51:38.160000,9924537,N,0,0,0,
2014-10-07 19:51:38.760000,9924685,N,0,0,0,
2014-10-07 19:51:39.340000,9924834,N,0,0,0,
2014-10-07 19:51:39.940000,9924982,N,0,0,0,
2014-10-07 19:51:40.540000,9925132,N,0,0,0,
2014-10-07 19:51:41.120000,9925279,N,0,0,0,
2014-10-07 19:51:41.720000,9925426,N,0,0,0,
2014-10-07 19:51:42.320000,9925575,N,0,0,0,
2014-10-07 19:51:42.900000,9925723,N,0,0,0,
2014-10-07 19:51:43.500000,9925872,N,0,0,0,
2014-10-07 19:51:44.100000,9926021,N,0,0,0,
2014-10-07 19:51:44.680000,9926167,N,0,0,0,
2014-10-07 19:51:45.280000,9926315,N,0,0,0,
2014-10-07 19:51:45.860000,9926464,N,0,0,0,
2014-10-07 19:51:46.460000,9926611,N,0,0,0,
2014-10-07 19:51:47.040000,9926759,N,0,0,0,
2014-10-07 19:51:47.640000,9926908,N,0,0,0,
2014-10-07 19:51:48.100000,9927024,r,0,0,0,
2014-10-07 19:51:48.820000,9927201,N,0,0,0,
2014-10-07 19:51:49.420000,9927351,N,0,0,0,
2014-10-07 19:51:50.020000,9927501,N,0,0,0,
2014-10-07 19:51:50.600000,9927647,N,0,0,0,
2014-10-07 19:51:51.200000,9927796,N,0,0,0,
2014-10-07 19:51:51.780000,9927943,N,0,0,0,
2014-10-07 19:51:52.380000,9928094,N,0,0,0,
2014-10-07 19:51:52.980000,9928241,N,0,0,0,
2014-10-07 19:51:53.580000,9928390,N,0,0,0,
2014-10-07 19:51:54.160000,9928537,N,0,0,0,
2014-10-07 19:51:54.760000,9928688,N,0,0,0,
2014-10-07 19:51:55.340000,9928834,N,0,0,0,
2014-10-07 19:51:55.940000,9928982,N,0,0,0,
2014-10-07 19:51:56.540000,9929131,N,0,0,0,
2014-10-07 19:51:57.120000,9929279,N,0,0,0,
2014-10-07 19:51:57.720000,9929426,N,0,0,0,
2014-10-07 19:51:58.300000,9929573,N,0,0,0,
2014-10-07 19:51:58.900000,9929722,N,0,0,0,
2014-10-07 19:51:59.480000,9929868,N,0,0,0,
2014-10-07 19:52:00.080000,9930015,N,0,0,0,
2014-10-07 19:52:00.660000,9930162,N,0,0,0,
2014-10-07 19:52:01.260000,9930311,N,0,0,0,
2014-10-07 19:52:01.860000,9930461,N,0,0,0,
2014-10-07 19:52:02.440000,9930606,N,0,0,0,
2014-10-07 19:52:03.020000,9930752,N,0,0,0,
2014-10-07 19:52:03.600000,9930899,N,0,0,0,
2014-10-07 19:52:04.220000,9931050,N,0,0,0,
2014-10-07 19:52:04.800000,9931195,N,0,0,0,
2014-10-07 19:52:05.380000,9931343,N,0,0,0,
2014-10-07 19:52:05.960000,9931489,N,0,0,0,
2014-10-07 19:52:06.560000,9931637,N,0,0,0,
2014-10-07 19:52:07.140000,9931782,N,0,0,0,
2014-10-07 19:52:07.740000,9931930,N,0,0,0,
2014-10-07 19:52:08.320000,9932077,N,0,0,0,
2014-10-07 19:52:08.920000,9932225,N,0,0,0,
2014-10-07 19:52:09.500000,9932370,N,0,0,0,
2014-10-07 19:52:10.080000,9932516,N,0,0,0,
2014-10-07 19:52:10.680000,9932665,N,0,0,0,
2014-10-07 19:52:11.260000,9932811,N,0,0,0,
2014-10-07 19:52:11.840000,9932958,N,0,0,0,
2014-10-07 19:52:12.420000,9933103,N,0,0,0,
2014-10-07 19:52:13.020000,9933251,N,0,0,0,
2014-10-07 19:52:13.600000,9933399,N,0,0,0,
2014-10-07 19:52:14.180000,9933544,N,0,0,0,
2014-10-07 19:52:14.780000,9933692,N,0,0,0,
2014-10-07 19:52:15.360000,9933838,N,0,0,0,
2014-10-07 19:52:15.960000,9933988,N,0,0,0,
2014-10-07 19:52:16.540000,9934133,N,0,0,0,
2014-10-07 19:52:17.140000,9934280,N,0,0,0,
2014-10-07 19:52:17.720000,9934427,N,0,0,0,
2014-10-07 19:52:18.320000,9934576,N,0,0,0,
2014-10-07 19:52:18.900000,9934722,N,0,0,0,
2014-10-07 19:52:19.480000,9934869,N,0,0,0,
2014-10-07 19:52:20.060000,9935014,N,0,0,0,
2014-10-07 19:52:20.660000,9935162,N,0,0,0,
2014-10-07 19:52:21.240000,9935307,N,0,0,0,
2014-10-07 19:52:21.820000,9935454,N,0,0,0,
2014-10-07 19:52:22.420000,9935603,N,0,0,0,
2014-10-07 19:52:23.020000,9935750,N,0,0,0,
2014-10-07 19:52:23.600000,9935899,N,0,0,0,
2014-10-07 19:52:24.200000,9936046,N,0,0,0,
2014-10-07 19:52:24.780000,9936194,N,0,0,0,
2014-10-07 19:52:25.380000,9936342,N,0,0,0,
2014-10-07 19:52:25.960000,9936488,N,0,0,0,
2014-10-07 19:52:26.560000,9936637,N,0,0,0,
2014-10-07 19:52:27.160000,9936785,N,0,0,0,
2014-10-07 19:52:27.740000,9936934,N,0,0,0,
2014-10-07 19:52:28.340000,9937081,N,0,0,0,
2014-10-07 19:52:28.940000,9937230,N,0,0,0,
2014-10-07 19:52:29.520000,9937379,N,0,0,0,
2014-10-07 19:52:30.120000,9937527,N,0,0,0,
2014-10-07 19:52:30.700000,9937673,N,0,0,0,
2014-10-07 19:52:31.300000,9937822,N,0,0,0,
2014-10-07 19:52:31.900000,9937971,N,0,0,0,
2014-10-07 19:52:32.400000,9938098,r,0,0,0,
2014-10-07 19:52:33.080000,9938267,N,0,0,0,
2014-10-07 19:52:33.680000,9938418,N,0,0,0,
2014-10-07 19:52:34.280000,9938569,N,0,0,0,
2014-10-07 19:52:34.880000,9938718,N,0,0,0,
2014-10-07 19:52:35.480000,9938869,N,0,0,0,
2014-10-07 19:52:36.100000,9939020,N,0,0,0,
2014-10-07 19:52:36.700000,9939170,N,0,0,0,
2014-10-07 19:52:37.180000,9939294,r,0,0,0,
2014-10-07 19:52:37.880000,9939467,N,0,0,0,
2014-10-07 19:52:38.500000,9939622,N,0,0,0,
2014-10-07 19:52:39.100000,9939773,N,0,0,0,
2014-10-07 19:52:39.700000,9939924,N,0,0,0,
2014-10-07 19:52:40.300000,9940073,N,0,0,0,
2014-10-07 19:52:40.900000,9940222,N,0,0,0,
2014-10-07 19:52:41.500000,9940373,N,0,0,0,
2014-10-07 19:52:42.100000,9940523,N,0,0,0,
2014-10-07 19:52:42.700000,9940671,N,0,0,0,
2014-10-07 19:52:43.300000,9940820,N,0,0,0,
2014-10-07 19:52:43.900000,9940971,N,0,0,0,
2014-10-07 19:52:44.500000,9941122,N,0,0,0,
2014-10-07 19:52:45.100000,9941271,N,0,0,0,
